,Step,Ratio_gen_perf
0,25000,0.86855
1,50000,0.89977
2,75000,0.90733
3,100000,0.89887
4,125000,0.9018
5,150000,0.89937
6,175000,0.89452
7,200000,0.88786
8,225000,0.88795
9,250000,0.88663
10,275000,0.88786
11,300000,0.88899
12,325000,0.8847
13,350000,0.88196
14,375000,0.87455
15,400000,0.87764
16,425000,0.87526
17,450000,0.87502
18,475000,0.86848
19,500000,0.87435
20,525000,0.86792
21,550000,0.86488
22,575000,0.86445
23,600000,0.85501
24,625000,0.85523
25,650000,0.84761
26,675000,0.84725
27,700000,0.84707
28,725000,0.84265
29,750000,0.84489
30,775000,0.84895
31,800000,0.84232
32,825000,0.83815
33,850000,0.8346
34,875000,0.83286
35,900000,0.84191
36,925000,0.83575
37,950000,0.82757
38,975000,0.83156
39,1000000,0.82847
40,1025000,0.82706
41,1050000,0.82677
42,1075000,0.8274
43,1100000,0.82845
44,1125000,0.82478
45,1150000,0.8251
46,1175000,0.8222
47,1200000,0.82322
48,1225000,0.82665
49,1250000,0.82398
50,1275000,0.81802
51,1300000,0.81392
52,1325000,0.82586
53,1350000,0.81912
54,1375000,0.80907
55,1400000,0.81169
56,1425000,0.80502
57,1450000,0.81372
58,1475000,0.81229
59,1500000,0.80094
60,1525000,0.80471
61,1550000,0.8129
62,1575000,0.81066
63,1600000,0.80295
64,1625000,0.80065
65,1650000,0.80183
66,1675000,0.79379
67,1700000,0.79097
68,1725000,0.78042
69,1750000,0.79294
70,1775000,0.7979
71,1800000,0.79222
72,1825000,0.79884
73,1850000,0.79537
74,1875000,0.79999
75,1900000,0.79928
76,1925000,0.7957
77,1950000,0.80362
78,1975000,0.80309
79,2000000,0.80356
80,2025000,0.80007
81,2050000,0.79506
82,2075000,0.79874
83,2100000,0.79957
84,2125000,0.79915
85,2150000,0.79545
86,2175000,0.79548
87,2200000,0.78373
88,2225000,0.78908
89,2250000,0.78967
90,2275000,0.79323
91,2300000,0.79574
92,2325000,0.78443
93,2350000,0.79054
94,2375000,0.78813
95,2400000,0.79642
96,2425000,0.79338
97,2450000,0.78127
98,2475000,0.78332
99,2500000,0.79107
100,2525000,0.78519
101,2550000,0.78838
102,2575000,0.78663
103,2600000,0.78947
104,2625000,0.79614
105,2650000,0.79235
106,2675000,0.78895
107,2700000,0.78898
108,2725000,0.7877
109,2750000,0.7882
110,2775000,0.79497
111,2800000,0.78832
112,2825000,0.7871
113,2850000,0.79945
114,2875000,0.79245
115,2900000,0.78611
116,2925000,0.78824
117,2950000,0.78661
