,Step,Ratio_gen_perf
0,25000,0.87215
1,50000,0.90124
2,75000,0.90814
3,100000,0.9078
4,125000,0.90927
5,150000,0.91143
6,175000,0.90737
7,200000,0.91386
8,225000,0.91403
9,250000,0.9097
10,275000,0.91394
11,300000,0.91437
12,325000,0.91584
13,350000,0.91311
14,375000,0.9132
15,400000,0.90945
16,425000,0.90654
17,450000,0.90402
18,475000,0.90156
19,500000,0.90249
20,525000,0.90671
21,550000,0.90769
22,575000,0.90443
23,600000,0.91203
24,625000,0.90328
25,650000,0.90769
26,675000,0.90556
27,700000,0.90422
28,725000,0.90704
29,750000,0.90184
30,775000,0.91
31,800000,0.90166
32,825000,0.91149
33,850000,0.90501
34,875000,0.90442
35,900000,0.907
36,925000,0.90409
37,950000,0.90967
38,975000,0.90655
39,1000000,0.91237
40,1025000,0.91026
41,1050000,0.90288
42,1075000,0.9005
43,1100000,0.90048
44,1125000,0.90238
45,1150000,0.90093
46,1175000,0.90129
47,1200000,0.89984
48,1225000,0.89177
49,1250000,0.88447
50,1275000,0.89505
51,1300000,0.8858
52,1325000,0.88406
53,1350000,0.8887
54,1375000,0.89085
55,1400000,0.88665
56,1425000,0.89022
57,1450000,0.88576
58,1475000,0.88304
59,1500000,0.88313
60,1525000,0.88303
61,1550000,0.88521
62,1575000,0.87903
63,1600000,0.88266
64,1625000,0.87622
65,1650000,0.87799
66,1675000,0.87546
67,1700000,0.87301
68,1725000,0.87121
69,1750000,0.88092
70,1775000,0.86529
71,1800000,0.86511
72,1825000,0.87072
73,1850000,0.86163
74,1875000,0.8677
75,1900000,0.86412
76,1925000,0.86278
77,1950000,0.86092
78,1975000,0.86237
79,2000000,0.86292
80,2025000,0.8569
81,2050000,0.86321
82,2075000,0.85747
83,2100000,0.85692
84,2125000,0.85683
85,2150000,0.85858
86,2175000,0.85923
87,2200000,0.84964
88,2225000,0.84839
89,2250000,0.84492
90,2275000,0.8485
91,2300000,0.84897
92,2325000,0.83754
93,2350000,0.849
94,2375000,0.83963
95,2400000,0.84328
96,2425000,0.83947
97,2450000,0.83344
98,2475000,0.83474
99,2500000,0.83675
100,2525000,0.83779
101,2550000,0.83356
102,2575000,0.83085
103,2600000,0.839
104,2625000,0.82929
105,2650000,0.83194
106,2675000,0.83143
107,2700000,0.82785
108,2725000,0.83248
109,2750000,0.83357
110,2775000,0.83018
111,2800000,0.82755
112,2825000,0.83418
113,2850000,0.824
114,2875000,0.82432
115,2900000,0.82749
116,2925000,0.81654
117,2950000,0.82233
118,2975000,0.82822
119,3000000,0.82698
120,3025000,0.8207
121,3050000,0.82476
122,3075000,0.83004
123,3100000,0.82829
124,3125000,0.82319
125,3150000,0.81624
126,3175000,0.82481
127,3200000,0.82098
128,3225000,0.81566
129,3250000,0.82033
130,3275000,0.81525
131,3300000,0.82348
132,3325000,0.8193
133,3350000,0.81389
134,3375000,0.81165
135,3400000,0.82016
136,3425000,0.82063
137,3450000,0.81174
138,3475000,0.8166
139,3500000,0.81402
140,3525000,0.81429
141,3550000,0.82293
142,3575000,0.81384
143,3600000,0.81858
144,3625000,0.81457
145,3650000,0.81089
146,3675000,0.80825
147,3700000,0.81122
148,3725000,0.81134
149,3750000,0.81188
150,3775000,0.80701
151,3800000,0.80408
152,3825000,0.79695
153,3850000,0.80047
154,3875000,0.8032
155,3900000,0.80547
156,3925000,0.80392
157,3950000,0.80187
158,3975000,0.80271
159,4000000,0.79709
160,4025000,0.7964
161,4050000,0.79481
162,4075000,0.80139
163,4100000,0.80198
164,4125000,0.80267
165,4150000,0.80424
166,4175000,0.80404
167,4200000,0.80497
168,4225000,0.79677
169,4250000,0.79895
170,4275000,0.79664
171,4300000,0.80051
172,4325000,0.79921
173,4350000,0.79911
174,4375000,0.80275
175,4400000,0.79946
176,4425000,0.79559
177,4450000,0.79605
178,4475000,0.79713
179,4500000,0.7931
180,4525000,0.79975
181,4550000,0.80333
182,4575000,0.80386
183,4600000,0.80159
184,4625000,0.7992
185,4650000,0.79821
186,4675000,0.79764
187,4700000,0.79446
188,4725000,0.79434
189,4750000,0.78815
190,4775000,0.78663
191,4800000,0.78967
192,4825000,0.78195
193,4850000,0.78816
194,4875000,0.78774
195,4900000,0.78741
196,4925000,0.78076
197,4950000,0.7765
198,4975000,0.78268
