,Unnamed: 0,Step,Episode return,Success,Episode length
0,0.0,9.0,9.91,True,9.0
1,1.0,19.0,9.9,True,10.0
2,2.0,40.0,5.790000000000004,True,21.0
3,3.0,61.0,3.7900000000000023,True,21.0
4,4.0,84.0,9.27,True,23.0
5,5.0,109.0,9.25,True,25.0
6,6.0,135.0,8.24,True,26.0
7,7.0,166.0,8.19,True,31.0
8,8.0,206.0,7.6,True,40.0
9,9.0,248.0,9.58,True,42.0
10,10.0,293.0,8.05,True,45.0
11,11.0,341.0,7.0200000000000005,True,48.0
12,12.0,391.0,2.5000000000000098,True,50.0
13,13.0,446.0,6.45000000000001,True,55.0
14,14.0,507.0,-0.10999999999999233,True,61.0
15,15.0,568.0,9.39,True,61.0
16,16.0,635.0,8.33,True,67.0
17,17.0,705.0,8.3,True,70.0
18,18.0,740.0,8.65,True,35.0
19,19.0,840.0,-2.0000000000000004,False,100.0
20,20.0,940.0,-1.0000000000000009,False,100.0
21,21.0,1040.0,-1.9999999999999885,False,100.0
22,22.0,1140.0,-3.499999999999988,False,100.0
23,23.0,1240.0,-2.9999999999999862,False,100.0
24,24.0,1340.0,1.5000000000000089,False,100.0
25,25.0,1440.0,-11.999999999999993,False,100.0
26,26.0,1540.0,2.0000000000000098,False,100.0
27,27.0,1640.0,-8.499999999999988,False,100.0
28,28.0,1740.0,-2.0000000000000004,False,100.0
29,29.0,1840.0,-4.4999999999999885,False,100.0
30,30.0,1940.0,-0.4999999999999862,False,100.0
31,31.0,2040.0,-6.499999999999987,False,100.0
32,32.0,2140.0,-1.0000000000000009,False,100.0
33,33.0,2240.0,1.000000000000006,False,100.0
34,34.0,2340.0,0.4999999999999993,False,100.0
35,35.0,2440.0,-2.0000000000000004,False,100.0
36,36.0,2540.0,-13.999999999999988,False,100.0
37,37.0,2640.0,-4.49999999999999,False,100.0
38,38.0,2740.0,-2.0000000000000004,False,100.0
39,39.0,2840.0,-8.999999999999984,False,100.0
40,40.0,2940.0,-2.4999999999999853,False,100.0
41,41.0,3040.0,-2.9999999999999982,False,100.0
42,42.0,3140.0,-0.9999999999999984,False,100.0
43,43.0,3240.0,-4.9999999999999885,False,100.0
44,44.0,3340.0,-2.4999999999999902,False,100.0
45,45.0,3440.0,-10.999999999999988,False,100.0
46,46.0,3540.0,-4.999999999999987,False,100.0
47,47.0,3640.0,-3.9999999999999933,False,100.0
48,48.0,3740.0,-5.999999999999981,False,100.0
49,49.0,3840.0,-3.499999999999985,False,100.0
50,50.0,3940.0,-3.4999999999999964,False,100.0
51,51.0,4040.0,-4.499999999999981,False,100.0
52,52.0,4140.0,-0.9999999999999976,False,100.0
53,53.0,4240.0,-14.499999999999991,False,100.0
54,54.0,4340.0,-2.000000000000001,False,100.0
55,55.0,4440.0,-1.5000000000000009,False,100.0
56,56.0,4540.0,-1.9999999999999958,False,100.0
57,57.0,4640.0,-5.999999999999987,False,100.0
58,58.0,4740.0,-4.9999999999999885,False,100.0
59,59.0,4840.0,3.0000000000000164,False,100.0
60,60.0,4940.0,-8.499999999999982,False,100.0
61,61.0,5040.0,2.5000000000000115,False,100.0
62,62.0,5140.0,-6.4999999999999805,False,100.0
63,63.0,5240.0,-1.0000000000000009,False,100.0
64,64.0,5340.0,-5.999999999999986,False,100.0
65,65.0,5440.0,-2.999999999999996,False,100.0
66,66.0,5540.0,-1.5000000000000009,False,100.0
67,67.0,5640.0,1.0000000000000009,False,100.0
68,68.0,5740.0,-3.999999999999984,False,100.0
69,69.0,5840.0,0.5000000000000031,False,100.0
70,70.0,5940.0,2.0000000000000178,False,100.0
