,Step,Ratio_gen_perf
0,25000,0.86429
1,50000,0.8963
2,75000,0.8982
3,100000,0.89524
4,125000,0.88702
5,150000,0.88981
6,175000,0.88549
7,200000,0.88548
8,225000,0.88144
9,250000,0.87295
10,275000,0.878
11,300000,0.87659
12,325000,0.86987
13,350000,0.86953
14,375000,0.86215
15,400000,0.86689
16,425000,0.85692
17,450000,0.86098
18,475000,0.85154
19,500000,0.85019
20,525000,0.84135
21,550000,0.83739
22,575000,0.83099
23,600000,0.84086
24,625000,0.8352
25,650000,0.83646
26,675000,0.8234
27,700000,0.83045
28,725000,0.8281
29,750000,0.82487
30,775000,0.83446
31,800000,0.83076
32,825000,0.83116
33,850000,0.82362
34,875000,0.82803
35,900000,0.8177
36,925000,0.82037
37,950000,0.82532
38,975000,0.8169
39,1000000,0.81312
40,1025000,0.81999
41,1050000,0.82285
42,1075000,0.82037
43,1100000,0.81707
44,1125000,0.81359
45,1150000,0.81443
46,1175000,0.81884
47,1200000,0.80176
48,1225000,0.80862
49,1250000,0.80783
50,1275000,0.80058
51,1300000,0.7967
52,1325000,0.80698
53,1350000,0.79643
54,1375000,0.79772
55,1400000,0.796
56,1425000,0.80117
57,1450000,0.79858
58,1475000,0.79823
59,1500000,0.79717
60,1525000,0.79554
61,1550000,0.79622
62,1575000,0.79952
63,1600000,0.80017
64,1625000,0.79415
65,1650000,0.79152
66,1675000,0.79135
67,1700000,0.79935
68,1725000,0.78243
69,1750000,0.78069
70,1775000,0.78333
71,1800000,0.78144
72,1825000,0.78717
73,1850000,0.77672
74,1875000,0.78364
75,1900000,0.77703
76,1925000,0.77692
77,1950000,0.77272
78,1975000,0.77247
79,2000000,0.76435
80,2025000,0.76099
81,2050000,0.76459
82,2075000,0.7639
83,2100000,0.76954
84,2125000,0.76882
85,2150000,0.75495
86,2175000,0.75169
87,2200000,0.75284
88,2225000,0.74754
89,2250000,0.74242
90,2275000,0.74842
91,2300000,0.73769
92,2325000,0.75129
93,2350000,0.74202
94,2375000,0.74587
95,2400000,0.7471
96,2425000,0.73967
97,2450000,0.74545
98,2475000,0.75099
99,2500000,0.75198
100,2525000,0.74299
101,2550000,0.74523
102,2575000,0.74135
103,2600000,0.73363
104,2625000,0.72494
105,2650000,0.7257
106,2675000,0.72055
107,2700000,0.72056
108,2725000,0.7175
109,2750000,0.71174
110,2775000,0.70715
111,2800000,0.71756
112,2825000,0.71589
113,2850000,0.71527
114,2875000,0.71359
115,2900000,0.71254
116,2925000,0.7033
117,2950000,0.70229
118,2975000,0.71354
119,3000000,0.70207
120,3025000,0.69055
121,3050000,0.68625
122,3075000,0.69377
123,3100000,0.69842
124,3125000,0.7017
125,3150000,0.69994
126,3175000,0.70485
127,3200000,0.70999
128,3225000,0.71
129,3250000,0.71141
130,3275000,0.70966
131,3300000,0.7059
132,3325000,0.70172
133,3350000,0.69944
134,3375000,0.6749
135,3400000,0.67392
136,3425000,0.67772
137,3450000,0.67762
138,3475000,0.68092
139,3500000,0.68971
140,3525000,0.6892
141,3550000,0.68002
142,3575000,0.68572
143,3600000,0.68228
144,3625000,0.68015
145,3650000,0.67782
146,3675000,0.68165
147,3700000,0.68228
148,3725000,0.67897
149,3750000,0.68901
150,3775000,0.68084
151,3800000,0.68661
152,3825000,0.68276
153,3850000,0.6827
154,3875000,0.6811
155,3900000,0.67145
156,3925000,0.67935
157,3950000,0.68462
158,3975000,0.679
159,4000000,0.68073
160,4025000,0.67406
161,4050000,0.67572
162,4075000,0.67532
163,4100000,0.66634
164,4125000,0.66916
165,4150000,0.67039
166,4175000,0.663
167,4200000,0.66101
168,4225000,0.65855
169,4250000,0.65508
170,4275000,0.65341
171,4300000,0.64919
172,4325000,0.64715
173,4350000,0.6598
174,4375000,0.65627
175,4400000,0.64793
176,4425000,0.64553
177,4450000,0.6478
178,4475000,0.65229
179,4500000,0.64862
180,4525000,0.65119
181,4550000,0.64292
182,4575000,0.6466
183,4600000,0.65188
184,4625000,0.64808
185,4650000,0.63608
186,4675000,0.63997
