,Step,Ratio_gen_perf
0,25000,0.87241
1,50000,0.9024
2,75000,0.90621
3,100000,0.90962
4,125000,0.90725
5,150000,0.91203
6,175000,0.91561
7,200000,0.91723
8,225000,0.91818
9,250000,0.91209
10,275000,0.91674
11,300000,0.91692
12,325000,0.91714
13,350000,0.91494
14,375000,0.91076
15,400000,0.91319
16,425000,0.91627
17,450000,0.91739
18,475000,0.91068
19,500000,0.91226
20,525000,0.90974
21,550000,0.90485
22,575000,0.90603
23,600000,0.90842
24,625000,0.90952
25,650000,0.91506
26,675000,0.9096
27,700000,0.91056
28,725000,0.9069
29,750000,0.90393
30,775000,0.89744
31,800000,0.90748
32,825000,0.90233
33,850000,0.90494
34,875000,0.90317
35,900000,0.9103
36,925000,0.90753
37,950000,0.90724
38,975000,0.90611
39,1000000,0.90368
40,1025000,0.90256
41,1050000,0.9053
42,1075000,0.9034
43,1100000,0.90056
44,1125000,0.90214
45,1150000,0.90126
46,1175000,0.90764
47,1200000,0.9033
48,1225000,0.90046
49,1250000,0.90222
50,1275000,0.90645
51,1300000,0.90296
52,1325000,0.89931
53,1350000,0.89966
54,1375000,0.90217
55,1400000,0.9071
56,1425000,0.90466
57,1450000,0.90253
58,1475000,0.90269
59,1500000,0.90134
60,1525000,0.8994
61,1550000,0.90555
62,1575000,0.9027
63,1600000,0.90442
64,1625000,0.89538
65,1650000,0.89942
66,1675000,0.90645
67,1700000,0.89958
68,1725000,0.90357
69,1750000,0.90347
70,1775000,0.90611
71,1800000,0.90814
72,1825000,0.90714
73,1850000,0.90847
74,1875000,0.90256
75,1900000,0.89975
76,1925000,0.90639
77,1950000,0.9037
78,1975000,0.90401
79,2000000,0.90299
80,2025000,0.90798
81,2050000,0.90326
82,2075000,0.89975
83,2100000,0.9002
84,2125000,0.90128
85,2150000,0.89527
86,2175000,0.89569
87,2200000,0.89751
88,2225000,0.8905
89,2250000,0.89183
90,2275000,0.8839
91,2300000,0.88629
92,2325000,0.88866
93,2350000,0.88266
94,2375000,0.88329
95,2400000,0.88009
96,2425000,0.87547
97,2450000,0.87544
98,2475000,0.87551
99,2500000,0.87736
100,2525000,0.87551
101,2550000,0.87695
102,2575000,0.86996
103,2600000,0.87633
104,2625000,0.87014
105,2650000,0.86973
106,2675000,0.86878
107,2700000,0.87296
108,2725000,0.87187
109,2750000,0.86787
110,2775000,0.87142
111,2800000,0.87017
112,2825000,0.8609
113,2850000,0.86351
114,2875000,0.86198
115,2900000,0.86446
116,2925000,0.86343
117,2950000,0.85581
118,2975000,0.85441
119,3000000,0.85612
120,3025000,0.85535
121,3050000,0.85804
122,3075000,0.85409
123,3100000,0.85794
124,3125000,0.85634
125,3150000,0.85635
126,3175000,0.85586
127,3200000,0.85707
128,3225000,0.85561
129,3250000,0.85241
130,3275000,0.85342
131,3300000,0.85252
132,3325000,0.8485
133,3350000,0.8474
134,3375000,0.84958
135,3400000,0.84528
136,3425000,0.84623
137,3450000,0.84825
138,3475000,0.84364
139,3500000,0.84182
140,3525000,0.84233
141,3550000,0.84409
142,3575000,0.84505
143,3600000,0.84791
144,3625000,0.84401
145,3650000,0.84763
146,3675000,0.84275
147,3700000,0.84857
148,3725000,0.84782
149,3750000,0.84614
150,3775000,0.84837
151,3800000,0.83857
152,3825000,0.84373
153,3850000,0.84108
154,3875000,0.83948
155,3900000,0.84059
156,3925000,0.84013
157,3950000,0.84247
158,3975000,0.84635
159,4000000,0.83983
160,4025000,0.84232
161,4050000,0.83236
162,4075000,0.84013
163,4100000,0.84008
164,4125000,0.83094
165,4150000,0.83532
