,Step,Ratio_gen_perf
0,25000,0.87027
1,50000,0.87267
2,75000,0.87233
3,100000,0.86571
4,125000,0.87298
5,150000,0.8726
6,175000,0.86667
7,200000,0.87558
8,225000,0.873
9,250000,0.86781
10,275000,0.86828
11,300000,0.85644
12,325000,0.85844
13,350000,0.86509
14,375000,0.85744
15,400000,0.85906
16,425000,0.8483
17,450000,0.85017
18,475000,0.85094
19,500000,0.84661
20,525000,0.85085
21,550000,0.84665
22,575000,0.84487
23,600000,0.84426
24,625000,0.84415
25,650000,0.83765
26,675000,0.83762
27,700000,0.83253
28,725000,0.83607
29,750000,0.83704
30,775000,0.83802
31,800000,0.83009
32,825000,0.8275
33,850000,0.82701
34,875000,0.82411
35,900000,0.83015
36,925000,0.82448
37,950000,0.83047
38,975000,0.8245
39,1000000,0.82479
40,1025000,0.82041
41,1050000,0.81926
42,1075000,0.8189
43,1100000,0.79981
44,1125000,0.79281
45,1150000,0.78717
46,1175000,0.79383
47,1200000,0.79891
48,1225000,0.80246
49,1250000,0.8013
50,1275000,0.78992
51,1300000,0.80531
52,1325000,0.79671
53,1350000,0.79788
54,1375000,0.79796
55,1400000,0.79852
56,1425000,0.79759
57,1450000,0.79628
58,1475000,0.78934
59,1500000,0.78729
60,1525000,0.78233
61,1550000,0.76968
62,1575000,0.76574
63,1600000,0.77012
64,1625000,0.77413
65,1650000,0.77447
66,1675000,0.77724
67,1700000,0.77303
68,1725000,0.77127
69,1750000,0.76622
70,1775000,0.7693
71,1800000,0.76907
72,1825000,0.7751
73,1850000,0.76869
74,1875000,0.77104
75,1900000,0.77472
76,1925000,0.77138
77,1950000,0.76953
78,1975000,0.77049
79,2000000,0.76549
80,2025000,0.77115
81,2050000,0.77472
82,2075000,0.7612
83,2100000,0.75828
84,2125000,0.76347
85,2150000,0.75378
86,2175000,0.76492
87,2200000,0.75407
88,2225000,0.75571
89,2250000,0.75864
90,2275000,0.75455
91,2300000,0.75519
92,2325000,0.75627
93,2350000,0.75379
94,2375000,0.7447
95,2400000,0.74367
96,2425000,0.74045
97,2450000,0.74055
98,2475000,0.74694
99,2500000,0.7375
100,2525000,0.73537
101,2550000,0.73007
102,2575000,0.73986
103,2600000,0.72911
104,2625000,0.7305
105,2650000,0.7386
106,2675000,0.72927
107,2700000,0.72274
108,2725000,0.72794
109,2750000,0.72363
110,2775000,0.7288
111,2800000,0.73597
112,2825000,0.73453
113,2850000,0.74272
114,2875000,0.74392
115,2900000,0.73304
116,2925000,0.73957
117,2950000,0.73809
118,2975000,0.74414
119,3000000,0.74879
120,3025000,0.74536
121,3050000,0.74379
122,3075000,0.74279
123,3100000,0.74806
124,3125000,0.74294
125,3150000,0.74541
126,3175000,0.74447
127,3200000,0.74578
128,3225000,0.74164
129,3250000,0.74307
