,Step,Ratio_gen_perf
0,25000,0.87043
1,50000,0.87287
2,75000,0.87511
3,100000,0.87125
4,125000,0.87685
5,150000,0.87027
6,175000,0.87494
7,200000,0.86939
8,225000,0.86216
9,250000,0.8649
10,275000,0.8646
11,300000,0.86151
12,325000,0.86149
13,350000,0.85848
14,375000,0.86406
15,400000,0.85536
16,425000,0.85432
17,450000,0.85607
18,475000,0.84868
19,500000,0.8391
20,525000,0.84451
21,550000,0.83607
22,575000,0.83471
23,600000,0.8366
24,625000,0.82772
25,650000,0.81058
26,675000,0.81396
27,700000,0.81489
28,725000,0.80361
29,750000,0.80452
30,775000,0.80005
31,800000,0.7945
32,825000,0.79298
33,850000,0.79751
34,875000,0.78887
35,900000,0.78847
36,925000,0.79325
37,950000,0.8001
38,975000,0.79921
39,1000000,0.78888
40,1025000,0.79017
41,1050000,0.78865
42,1075000,0.78787
43,1100000,0.79059
44,1125000,0.79587
45,1150000,0.79366
46,1175000,0.79238
47,1200000,0.78685
48,1225000,0.78621
49,1250000,0.78682
50,1275000,0.78354
51,1300000,0.78715
52,1325000,0.78854
53,1350000,0.78436
54,1375000,0.78926
55,1400000,0.78968
56,1425000,0.78839
57,1450000,0.78909
58,1475000,0.78991
59,1500000,0.79195
60,1525000,0.78794
61,1550000,0.78539
62,1575000,0.78062
63,1600000,0.79072
64,1625000,0.79055
65,1650000,0.7888
66,1675000,0.78566
67,1700000,0.78462
68,1725000,0.77568
69,1750000,0.78683
70,1775000,0.7795
71,1800000,0.79413
72,1825000,0.78747
73,1850000,0.78851
74,1875000,0.78722
75,1900000,0.77745
76,1925000,0.77319
77,1950000,0.7651
78,1975000,0.77246
79,2000000,0.76938
80,2025000,0.7731
81,2050000,0.77683
82,2075000,0.77415
83,2100000,0.77503
84,2125000,0.77109
85,2150000,0.76368
86,2175000,0.76548
87,2200000,0.76736
88,2225000,0.76321
89,2250000,0.77013
90,2275000,0.76688
91,2300000,0.76185
92,2325000,0.76424
