,Step,Ratio_gen_perf
0,25000,0.86482
1,50000,0.89583
2,75000,0.90878
3,100000,0.90827
4,125000,0.89778
5,150000,0.89825
6,175000,0.8979
7,200000,0.8863
8,225000,0.89038
9,250000,0.89338
10,275000,0.88688
11,300000,0.8855
12,325000,0.87992
13,350000,0.87876
14,375000,0.87995
15,400000,0.87077
16,425000,0.87671
17,450000,0.86887
18,475000,0.86918
19,500000,0.86383
20,525000,0.86015
21,550000,0.8667
22,575000,0.86571
23,600000,0.86017
24,625000,0.86022
25,650000,0.8575
26,675000,0.85673
27,700000,0.85685
28,725000,0.85432
29,750000,0.84666
30,775000,0.83689
31,800000,0.84917
32,825000,0.84434
33,850000,0.83227
34,875000,0.83623
35,900000,0.84285
36,925000,0.83137
37,950000,0.83509
38,975000,0.82674
39,1000000,0.82869
40,1025000,0.82574
41,1050000,0.8284
42,1075000,0.82573
43,1100000,0.82917
44,1125000,0.82004
45,1150000,0.82496
46,1175000,0.82522
47,1200000,0.81696
48,1225000,0.81904
49,1250000,0.8148
50,1275000,0.81421
51,1300000,0.81804
52,1325000,0.814
53,1350000,0.81571
54,1375000,0.81461
55,1400000,0.80877
56,1425000,0.80814
57,1450000,0.81794
58,1475000,0.81198
59,1500000,0.81471
60,1525000,0.81357
61,1550000,0.8119
62,1575000,0.81069
63,1600000,0.81107
64,1625000,0.81024
65,1650000,0.80633
66,1675000,0.79456
67,1700000,0.80115
68,1725000,0.79906
69,1750000,0.79026
70,1775000,0.79812
71,1800000,0.7998
72,1825000,0.80538
73,1850000,0.80197
74,1875000,0.79385
75,1900000,0.79801
76,1925000,0.79052
77,1950000,0.79121
78,1975000,0.79123
79,2000000,0.79777
80,2025000,0.79993
81,2050000,0.79454
82,2075000,0.79571
83,2100000,0.79982
84,2125000,0.80022
85,2150000,0.80159
86,2175000,0.8034
87,2200000,0.80158
88,2225000,0.79479
89,2250000,0.79074
90,2275000,0.7936
91,2300000,0.77667
92,2325000,0.77908
93,2350000,0.78177
94,2375000,0.78781
95,2400000,0.78486
96,2425000,0.7853
97,2450000,0.78375
98,2475000,0.79036
99,2500000,0.79457
100,2525000,0.79049
101,2550000,0.79419
102,2575000,0.80253
103,2600000,0.80091
104,2625000,0.79249
105,2650000,0.79133
106,2675000,0.79279
107,2700000,0.79276
108,2725000,0.79967
109,2750000,0.78777
110,2775000,0.78175
111,2800000,0.78629
112,2825000,0.77629
113,2850000,0.77941
114,2875000,0.78876
115,2900000,0.77008
116,2925000,0.76917
117,2950000,0.76804
118,2975000,0.78562
119,3000000,0.78158
120,3025000,0.77521
121,3050000,0.78757
122,3075000,0.78374
123,3100000,0.78924
124,3125000,0.78782
125,3150000,0.78726
126,3175000,0.79102
127,3200000,0.79162
128,3225000,0.7897
129,3250000,0.79238
130,3275000,0.78541
131,3300000,0.78168
132,3325000,0.7863
133,3350000,0.78615
134,3375000,0.78718
135,3400000,0.78091
136,3425000,0.77963
137,3450000,0.7848
138,3475000,0.78462
139,3500000,0.78727
140,3525000,0.78146
141,3550000,0.78884
142,3575000,0.77849
143,3600000,0.78037
144,3625000,0.77477
145,3650000,0.77281
146,3675000,0.77545
147,3700000,0.78104
148,3725000,0.77899
149,3750000,0.77912
150,3775000,0.78244
151,3800000,0.78206
152,3825000,0.77748
153,3850000,0.77851
154,3875000,0.78294
155,3900000,0.77343
156,3925000,0.77261
157,3950000,0.76707
158,3975000,0.7744
159,4000000,0.76504
160,4025000,0.76494
161,4050000,0.7668
162,4075000,0.76632
163,4100000,0.76914
164,4125000,0.76879
165,4150000,0.7661
166,4175000,0.76857
167,4200000,0.76411
168,4225000,0.77149
169,4250000,0.76024
170,4275000,0.76129
171,4300000,0.7625
172,4325000,0.76606
173,4350000,0.75383
174,4375000,0.75812
175,4400000,0.76306
176,4425000,0.75665
177,4450000,0.75336
178,4475000,0.76254
179,4500000,0.75877
180,4525000,0.75493
181,4550000,0.75923
182,4575000,0.76464
