,Step,Ratio_gen_perf
0,25000,0.87597
1,50000,0.90261
2,75000,0.91096
3,100000,0.919
4,125000,0.912
5,150000,0.91007
6,175000,0.90549
7,200000,0.90358
8,225000,0.89563
9,250000,0.89909
10,275000,0.89739
11,300000,0.88855
12,325000,0.88545
13,350000,0.88553
14,375000,0.88119
15,400000,0.88203
16,425000,0.87746
17,450000,0.87563
18,475000,0.87896
19,500000,0.87781
20,525000,0.869
21,550000,0.86951
22,575000,0.86716
23,600000,0.86404
24,625000,0.86313
25,650000,0.86317
26,675000,0.86384
27,700000,0.85703
28,725000,0.8556
29,750000,0.85504
30,775000,0.8576
31,800000,0.85042
32,825000,0.84888
33,850000,0.84787
34,875000,0.84798
35,900000,0.84307
36,925000,0.84712
37,950000,0.84448
38,975000,0.84448
39,1000000,0.84133
40,1025000,0.839
41,1050000,0.8427
42,1075000,0.83699
43,1100000,0.83902
44,1125000,0.83748
45,1150000,0.82296
46,1175000,0.82836
47,1200000,0.8257
48,1225000,0.82316
49,1250000,0.82445
50,1275000,0.82042
51,1300000,0.816
52,1325000,0.80495
53,1350000,0.80405
54,1375000,0.81396
55,1400000,0.81323
56,1425000,0.81709
57,1450000,0.81573
58,1475000,0.81898
59,1500000,0.81977
60,1525000,0.819
61,1550000,0.81868
62,1575000,0.81093
63,1600000,0.80913
64,1625000,0.81052
65,1650000,0.81065
66,1675000,0.81136
67,1700000,0.80374
68,1725000,0.80213
69,1750000,0.80173
70,1775000,0.796
71,1800000,0.7874
72,1825000,0.79302
73,1850000,0.77111
74,1875000,0.78709
75,1900000,0.77865
76,1925000,0.7748
77,1950000,0.78477
78,1975000,0.77215
79,2000000,0.76663
80,2025000,0.76969
81,2050000,0.78162
82,2075000,0.77835
83,2100000,0.77769
84,2125000,0.76732
85,2150000,0.77931
86,2175000,0.77512
87,2200000,0.7869
88,2225000,0.79097
89,2250000,0.79744
90,2275000,0.79046
91,2300000,0.78809
92,2325000,0.80076
93,2350000,0.79741
94,2375000,0.79796
95,2400000,0.78928
96,2425000,0.78571
97,2450000,0.787
98,2475000,0.78347
99,2500000,0.78223
100,2525000,0.78781
101,2550000,0.7838
102,2575000,0.78726
103,2600000,0.78088
104,2625000,0.78495
105,2650000,0.78554
106,2675000,0.78422
107,2700000,0.79081
108,2725000,0.78881
109,2750000,0.78397
110,2775000,0.77811
111,2800000,0.78001
112,2825000,0.77667
113,2850000,0.77248
114,2875000,0.77452
115,2900000,0.78028
116,2925000,0.77749
117,2950000,0.78251
118,2975000,0.7878
119,3000000,0.78444
120,3025000,0.78256
121,3050000,0.78744
122,3075000,0.78243
123,3100000,0.78361
124,3125000,0.78202
125,3150000,0.7758
126,3175000,0.7658
127,3200000,0.77017
128,3225000,0.77344
129,3250000,0.77408
130,3275000,0.78301
131,3300000,0.78243
132,3325000,0.77596
133,3350000,0.78143
134,3375000,0.7738
135,3400000,0.77504
136,3425000,0.7799
137,3450000,0.77326
138,3475000,0.77627
139,3500000,0.77772
140,3525000,0.77655
141,3550000,0.76772
142,3575000,0.7667
143,3600000,0.75981
144,3625000,0.7655
145,3650000,0.75457
146,3675000,0.76014
147,3700000,0.7491
148,3725000,0.75664
149,3750000,0.76279
150,3775000,0.76172
151,3800000,0.75481
152,3825000,0.76
153,3850000,0.76128
154,3875000,0.75291
